id,id_nota,valoracion_llm,relevante_economia,AAPLD,DESPD,KOD,MELID,MSFTD,NVDAD,TEND,VISTD,XOMD
40906,4990,neutral,,,,,,,,,,
40907,4989,neutral,1,,,,,,,,,
40908,4988,neutral,,,,,,,,,,
40909,4987,neutral,,,,,,,,,,
40910,4986,neutral,,,,,,,,,,
40911,4985,negative,1,1,1,1,1,1,1,1,1,1
40912,4984,neutral,,,,,,,,,,
40913,4983,neutral,,,,,,,,,,
40914,4982,positive,,,,,,,,1,,
40915,4981,negative,1,,,,,,,,1,
40916,4980,neutral,,,,,,,,,,
40917,4979,neutral,,,,,,,,,,
40918,4978,neutral,,,,,,,,,,
40919,4977,neutral,,,,,,,,,,
40920,4976,neutral,,,,,,,,,,
40921,4975,neutral,,,,,,,,,,
40922,4974,neutral,,,,,,,,,,
40923,4973,negative,,,,,,,,,,
40924,4972,neutral,,,,,,,,,,
40925,4971,neutral,,,,,,,,,,
40926,4970,positive,,,,,,,,,,
40927,4969,neutral,,,,,,,,,,
40928,4968,neutral,1,,,,,,,,,
40929,4967,neutral,1,,,,,,,,,
40930,4966,neutral,,,,,,,,,,
40931,4965,neutral,,,,,,,,,,
40932,4964,neutral,,,,,,,,,,
40933,4963,neutral,,,,,,,,,,
40934,4962,neutral,,,,,,,,,,
40935,4961,neutral,,,,,,,,,,
40936,4960,neutral,,,,,,,,,,
40937,4959,neutral,,,,,,,,,,
40938,4958,negative,,,,,,,,,,
40939,4957,neutral,,,,,,,,,,
40940,4956,neutral,,,,,,,,,,
40941,4955,negative,,,,,,,,,,
40942,4954,neutral,,,,,,,,,,
40943,4953,neutral,,,,,,,,,,
40944,4951,neutral,,,,,,,,,,
40945,4950,neutral,,,,,,,,,,
40946,4949,neutral,,,,,,,,,,
40947,4948,neutral,,,,,,,,,,
40948,4947,neutral,,,,,,,,,,
40949,4946,neutral,,,,,,,,,,
40950,4945,negative,1,,1,,,,,,,
40951,4944,neutral,,,,,,,,,,
40952,4943,neutral,,,,,,,,,,
40953,4942,neutral,,,,,,,,,,
40954,4941,neutral,,,,,,,,,,
40955,4940,neutral,,,,,,,,,,
40956,4939,neutral,,,,,,,,,,
40957,4938,neutral,,,,,,,,,,
40958,4937,neutral,,,,,,,,,,
40959,4936,neutral,,,,,,,,,,
40960,4935,neutral,,,,,,,,,,
40961,4934,neutral,,,,,,,,,,
40962,4933,neutral,,,,,,,,,,
40963,4932,neutral,,,,,,,,,,
40964,4931,negative,,,,,,,,,,
40965,4930,neutral,,,,,,,,,,
40966,4929,neutral,,,,,,,,,,
40967,4928,neutral,,,,,,,,,,
40968,4927,neutral,,,,,,,,,,
40969,4926,neutral,,,,,,,,,,
40970,4925,negative,1,,,,,,,1,,
40971,4924,neutral,,,,,,,,,,
40972,4923,neutral,,,,,,,,,,
40973,4922,negative,1,,1,,,,1,,,
40974,4921,neutral,,,,,,,,,,
40975,4920,neutral,,,,,,,,,,
40976,4919,neutral,,,,,,,,,,
40977,4918,neutral,,,,,,,,,,
40978,4917,neutral,,,,,,,,,,
40979,4916,neutral,,,,,,,,,,
40980,4915,neutral,,,,,,,,,,
40981,4914,neutral,1,,,,,,,,,
40982,4913,neutral,,,,,,,,,,
40983,4912,neutral,,,,,,,,,,
40984,4911,neutral,1,,,,,,,,,
40985,4910,neutral,,,,,,,,,,
40986,4909,neutral,,,,,,,,,,
40987,4908,neutral,,,,,,,,,,
40988,4907,negative,1,,,,,,,,,
40989,4906,neutral,,,,,,,,,,
40990,4905,neutral,,,,,,,,,,
40991,4904,neutral,,,,,,,,,,
40992,4903,neutral,1,,,,,,,,,
40993,4902,neutral,,,,,,,,,,
40994,4901,neutral,,,,,,,,,,
40995,4900,positive,1,,,,,,,1,,
40996,4899,neutral,1,,,,,,,,,
40997,4898,neutral,,,,,,,,,,
40998,4897,neutral,,,,,,,,,,
40999,4896,neutral,,,,,,,,,,
41000,4895,neutral,,,,,,,,,,
41001,4894,neutral,,,,,,,,,,
41002,4893,neutral,,,,,,,,,,
41003,4892,negative,,,,,,,,,,
41004,4891,negative,,,,,,,,,,
41005,4890,negative,,,,,,,,,,
41006,4889,neutral,,,,,,,,,,
41007,4888,negative,,,,,,,,,,
41008,4887,negative,,,,,,,,,,
41009,4886,neutral,1,,,,,,,,,
41010,4885,neutral,,,,,,,,,,
41011,4884,neutral,,,,,,,,,,
41012,4883,neutral,,,,,,,,,,
41013,4882,neutral,,,,,,,,,,
41014,4881,neutral,,,,,,,,,,
41015,4880,negative,1,,,,,,,,,
41016,4879,neutral,1,,,,,,,,,
41017,4878,neutral,,,,,,,,,,
41018,4877,neutral,1,,,,,,,,,
41019,4876,neutral,,,,,,,,,,
41020,4875,neutral,,,,,,,,,,
41021,4874,neutral,,,,,,,,,,
41022,4873,neutral,,,,,,,,,,
41023,4872,neutral,,,,,,,,,,
41024,4871,neutral,,,,,,,,,,
41025,4870,neutral,,,,,,,,,,
41026,4869,neutral,,,,,,,,,,
41027,4868,neutral,1,,,,,,,,,
41028,4867,neutral,,,,,,,,,,
41029,4866,neutral,,,,,,,,,,
41030,4865,neutral,,,,,,,,,,
41031,4864,neutral,,,,,,,,,,
41032,4863,neutral,,,,,,,,,,
41033,4862,neutral,,,,,,,,,,
41034,4861,negative,1,,,,,,,,,
41035,4860,neutral,1,,,,,,,,,
41036,4859,neutral,,,,,,,,,,
41037,4858,neutral,,,,,,,,,,
41038,4857,neutral,1,,,,,,,,,
41039,4856,neutral,1,,,,,,,1,,
41040,4855,neutral,,,,,,,,,,
41041,4854,neutral,,,,,,,,,,
41042,4853,neutral,,,,,,,,,,
41043,4852,neutral,,,,,,,,,,
41044,4851,neutral,,,,,,,,,,
41045,4850,neutral,,,,,,,,,,
41046,4849,neutral,,,,,,,,,,
41047,4848,neutral,,,,,,,,,,
41048,4847,negative,,,,,,,,,,
41049,4846,neutral,,,,,,,,,,
41050,4845,neutral,,,,,,,,,,
41051,4844,neutral,,,,,,,,,,
41052,4843,neutral,,,,,,,,,,
41053,4842,neutral,,,,,,,,,,
41054,4841,neutral,,,,,,,,,,
41055,4840,neutral,,,,,,,,,,
41056,4839,negative,1,,,,,,,,,
41057,4838,neutral,,,,,,,,,,
41058,4837,negative,1,,,,,,,,1,
41059,4836,neutral,,,,,,,,,,
41060,4835,negative,,,,,,,,,,
41061,4834,positive,1,,,,,,,,,
41062,4833,neutral,,,,,,,,,,
41063,4832,neutral,,,,,,,,,,
41064,4831,neutral,,,,,,,,,,
41065,4830,neutral,,,,,,,,,,
41066,4829,neutral,,,,,,,,,,
41067,4828,neutral,,,,,,,,,,
41068,4827,neutral,,,,,,,,,,
41069,4826,neutral,,,,,,,,,,
41070,4825,neutral,,,,,,,1,,,
41071,4824,neutral,,,,,,,,,,
41072,4823,negative,,,,,,,,,,
41073,4822,neutral,,,,,,,,,,
41074,4821,neutral,,,,,,,,,,
41075,4820,neutral,,,,,,,,,,
41076,4819,neutral,,,,,,,,,,
41077,4818,neutral,,,,,,,,,,
41078,4817,neutral,,,,,,,,,,
41079,4816,neutral,,,,,,,,,,
41080,4815,neutral,1,,,,,,,,,
41081,4814,neutral,,,,,,,,,,
41082,4813,neutral,,,,,,,,,,
41083,4812,negative,1,,,,,,,,,
41084,4811,neutral,,,,,,,,,,
41085,4810,neutral,,,,,,,,,,
41086,4809,neutral,,,,,,,,,,
41087,4808,negative,,,,,,,,,,
41088,4807,neutral,,,,,,,,,,
41089,4806,neutral,,,,,,,,,,
41090,4805,neutral,,,,,,,,,,
41091,4804,neutral,,,,,,,,,,
41092,4803,negative,1,,,,,,,,,
41093,4802,neutral,,,,,,,,,,
41094,4801,negative,,,,,,,,,,
41095,4800,neutral,,,,,,,,,,
41096,4799,neutral,1,,,,,,,,,
41097,4798,neutral,,,,,,,,,,
41098,4797,neutral,,,,,,,,,,
41099,4796,neutral,,,,,,,,,,
41100,4795,neutral,,,,,,,,,,
41101,4794,neutral,,,,,,,,,,
41102,4793,neutral,,,,,,,,,,
41103,4792,negative,,,,,,,,,,
41104,4791,neutral,1,,,,,,,,,
41105,4790,neutral,,,,,,,,,,
41106,4789,neutral,,,,,,,,,,
41107,4788,neutral,,,,,,,,,,
41108,4787,neutral,,,,,,,,,,
41109,4786,neutral,1,,,,,,,,,
41110,4785,neutral,,,,,,,,,,
41111,4784,neutral,,,,,,,,,,
41112,4783,positive,,,,,,,,,,
41113,4782,neutral,1,,,,,,,,,
41114,4781,negative,,,1,,,,,,,
41115,4780,neutral,,,,,,,,,,
41116,4779,neutral,,,,,,,,,,
41117,4778,neutral,,,,,,,,,,
41118,4777,neutral,,,,,,,,,,
41119,4776,neutral,,,,,,,,,,
41120,4775,neutral,,,,,,,,,,
41121,4774,neutral,,,,,,,,,,
41122,4773,neutral,1,,,,1,,,,,
41123,4772,neutral,,,,,,,,,,
41124,4771,neutral,,,,,,,,,,
41125,4770,neutral,,,,,,,,,,
41126,4769,neutral,,,,,,,,,,
41127,4768,neutral,,,,,,,,,,
41128,4767,negative,1,,,,,,,,,
41129,4766,neutral,,,,,,,,,,
41130,4765,neutral,,,,,,,,,,
41131,4764,neutral,,,,,,,,,,
41132,4763,neutral,,,,,,,,,,
41133,4762,neutral,,,,,,,,,,
41134,4761,neutral,,,,,,,,,,
41135,4760,neutral,,,,,,,,,,
41136,4759,neutral,,,,,,,,,,
41137,4758,neutral,,,,,,,,,,
41138,4757,neutral,,,,,,,,,,
41139,4756,negative,1,,,,,,,,,
41140,4755,positive,,,,,,,,,,
41141,4754,neutral,1,,,,,,,,,
41142,4753,neutral,,,,,,,,,,
41143,4752,neutral,,,,,,,,,,
41144,4751,neutral,,,,,,,,,,
41145,4750,neutral,,,,,,,,,,
41146,4749,neutral,,,,,,,,,,
41147,4748,neutral,,,,,,,,,,
41148,4747,neutral,,,,,,,,,,
41149,4746,neutral,,,,,,,,,,
41150,4745,neutral,,,,,,,,,,
41151,4744,negative,1,1,1,1,,,1,1,1,1
41152,4743,neutral,,,,,,,,,,
41153,4742,negative,,,,,,,,,,
41154,4741,neutral,,,,,,,,,,
41155,4740,neutral,,,,,,,,,,
41156,4739,neutral,1,,,,,,,,,
41157,4738,negative,1,,,,,,,,,
41158,4737,neutral,,,,,,,,,,
41159,4736,neutral,,,,,,,,,,
41160,4735,neutral,,,,,,,,,,
41161,4734,neutral,,,,,,,,,,
41162,4733,neutral,,,,,,,,,,
41163,4732,neutral,,,,,,,,,,
41164,4731,neutral,,,,,,,,,,
41165,4730,neutral,,,,,,,,,,
41166,4729,negative,,,,,,,,,,
41167,4728,neutral,,,,,,,,,,
41168,4727,neutral,,,,,,,,,,
41169,4726,neutral,,,,,,,,,,
41170,4725,neutral,,,,,,,,,,
41171,4724,neutral,,,,,,,,,,
41172,4723,neutral,1,,,,,,,,,
41173,4722,neutral,1,,,,,,,,,
41174,4721,neutral,,,,,,,,,,
41175,4720,neutral,1,,,,,,,,,
41176,4719,neutral,,,,,,,,,,
41177,4718,neutral,1,,,,,,,,,
41178,4717,positive,1,,,,,,,1,1,
41179,4716,neutral,,,,,,,,,,
41180,4715,neutral,,,,,,,,,,
41181,4714,neutral,,,,,,,,,,
41182,4713,neutral,,,,,,,,,,
41183,4712,neutral,,,,,,,,,,
41184,4711,neutral,,,,,,,,,,
41185,4710,neutral,,,,,,,,,,
41186,4709,neutral,,,,,,,,,,
41187,4708,negative,1,,,,,,,,,
41188,4707,neutral,,,,,,,,,,
41189,4706,neutral,,,,,,,,,,
41190,4705,neutral,1,,,,,,,,,
41191,4704,neutral,,,,,,,,,,
41192,4703,neutral,,,,,,,,,,
41193,4702,neutral,,,,,,,,,,
41194,4701,neutral,,,,,,,,,,
41195,4700,neutral,,,,,,,,,,
41196,4699,neutral,,,,,,,,,,
41197,4698,neutral,,,,,,,,,,
41198,4697,neutral,,,,,,,,,,
41199,4696,neutral,,,,,,,,,,
41200,4695,neutral,,,,,,,,,,
41201,4670,neutral,,,,,,,,,,
41202,4624,neutral,,,,,,,,,,
41203,4693,neutral,,,,,,,,,,
41204,4692,neutral,,,,,,,,,,
41205,4691,neutral,,,,,,,,,,
41206,4690,neutral,,,,,,,,,,
41207,4689,neutral,,,,,,,,,,
41208,4688,positive,1,,,,,,,1,1,
41209,4687,neutral,1,,1,,,,,1,,
41210,4686,neutral,,,,,,,,,,
41211,4685,neutral,,,,,,,,,,
41212,4684,negative,1,1,1,1,1,1,1,1,1,1
41213,4683,neutral,,,,,,,,,,
41214,4682,neutral,,,,,,,,,,
41215,4681,neutral,1,,,,,,,,,
41216,4680,negative,1,,,,,,,,,
41217,4679,neutral,,1,,,,,,,,
41218,4678,neutral,,,,,,,,,,
41219,4677,positive,1,,,,,,,,,
41220,4676,neutral,,,,,,,,,,
41221,4675,neutral,1,,,,,,,,,
41222,4674,neutral,,,,,,,,,,
41223,4673,neutral,,,,,,,,,,
41224,4672,neutral,,,,,,,,,,
41225,4671,negative,,,,,,,,,,
41226,4669,neutral,,,,,,,,,,
41227,4668,neutral,1,,,,,,,,,1
41228,4667,neutral,,,,,,,,,,
41229,4666,negative,,,,,,,,,,
41230,4665,negative,,,,,,,,,,
41231,4664,neutral,,,,,,,,,,
41232,4663,neutral,,,,,,,,,,
41233,4662,neutral,,,,,,,,,,
41234,4661,negative,1,,,,,,,,,
41235,4660,neutral,,,,,,,,,,
41236,4659,neutral,,,,,,,,,,
41237,4658,neutral,,1,,,,,,,,
41238,4657,negative,,1,,,,,,1,1,
41239,4656,neutral,,,,,,,,,,
41240,4655,neutral,,,,,,,,,,
41241,4654,neutral,,,,,,,,,,
41242,4653,neutral,1,,,,,,,,,
41243,4652,neutral,,,,,,,,,,
41244,4651,neutral,,,,,,,,,,
41245,4650,neutral,,,,,,,,,,
41246,4649,neutral,,,,,,,,,,
41247,4647,neutral,,,,,,,,,,
41248,4646,neutral,,,,,,,,,,
41249,4645,neutral,,,,,,,,,,
41250,4644,neutral,,,,,,,,,,
41251,4643,neutral,,,,,,,,,,
41252,4642,neutral,,,,,,,,,,
41253,4641,neutral,,,,,,,,,,
41254,4640,neutral,,,,,,,,,,
41255,4639,neutral,,,,,,,,,,
41256,4638,positive,1,,,,,,,,,
41257,4637,neutral,,,,,,,,,,
41258,4636,negative,1,,1,,,,1,1,1,
41259,4635,neutral,,,,,,,,,,
41260,4634,neutral,,,,,,,,,,
41261,4633,neutral,,,,,,,,,,
41262,4632,neutral,,,,,,,,,,
41263,4631,neutral,,,,,,,,,,
41264,4630,neutral,,,,,,,,,,
41265,4629,negative,1,1,,,,,,,,
41266,4628,neutral,,,,,,,,,,
41267,4627,neutral,,,,,,,,,,
41268,4626,neutral,,,,,,,,,,
41269,4625,neutral,,,,,,,,,,
41270,4623,negative,1,,1,,,,,,,
41271,4622,neutral,,,,,,,,,,
41272,4621,neutral,,,,,,,,,,
41273,4620,neutral,1,,,,,,,,,
41274,4619,neutral,,,,,,,,,,
41275,4618,neutral,1,,1,,,,,,,
41276,4617,neutral,1,,,,,,,,,
41277,4616,neutral,,,,,,,,,,
41278,4615,neutral,,,,,,,,,,
41279,4614,neutral,1,,,,,,,,,
41280,4613,neutral,,,,,,,,,,
41281,4612,neutral,,,,,,,1,,,
41282,4611,neutral,,,,,,,,,,
41283,4610,neutral,,,,,,,,,,
41284,4609,neutral,,,,,,,,,,
41285,4608,neutral,,,,,,,,,,
41286,4607,positive,1,,,,,,,,,
41287,4606,neutral,,,,,,,,,,
41288,4605,negative,1,,1,,,,,1,1,
41289,4604,neutral,,,,,,,,,,
41290,4603,neutral,1,,,,,,,,,
41291,4602,negative,1,,1,,,,,,,
41292,4601,neutral,,,,,,,,,,
41293,4600,neutral,1,,,,,,,1,,
41294,4599,positive,1,,,,,,,1,1,
41295,4598,neutral,,,,,,,,,,
41296,4597,neutral,,,,,,,,,,
41297,4596,positive,1,,,,,,,1,1,
41298,4595,negative,1,,,,,,,,,
41299,4594,neutral,1,,,,,,,,,
41300,4593,neutral,,,,,,,,,,
41301,4592,neutral,,,,,,,,,,
41302,4591,neutral,,,,,,,,,,
41303,4590,neutral,1,,,,,,,,,
41304,4589,neutral,,,,,,,,,,
41305,4588,neutral,1,,,,,,,,,
41306,4587,neutral,,,,,,,,,,
41307,4586,neutral,,,,,,,,,,
41308,4585,negative,1,,1,,,,1,1,,
41309,4584,neutral,,,,,,,,,,
41310,4583,neutral,1,,,,,,,1,,
41311,4582,negative,,,,,,,,,,
41312,4581,neutral,,,,,,,,,,
41313,4580,positive,,,,,,,,,,
41314,4579,neutral,,,,,,,,,,
41315,4578,neutral,,,,,,,,,,
41316,4577,neutral,,,,,,,,,,
41317,4576,neutral,,,,,,,,,,
41318,4575,neutral,,,,,,,,,,
41319,4574,neutral,,,,,,,,,,
41320,4573,neutral,,,,,,,,,,
41321,4572,neutral,1,,1,,1,,,1,,
41322,4571,neutral,,,,,,,,,,
41323,4570,neutral,,,,,,,,,,
41324,4569,neutral,,,,,,,,,,
41325,4568,neutral,,,,,,,,,,
41326,4567,neutral,,,,,,,,,,
41327,4566,neutral,,,,,,,,,,
41328,4565,negative,,1,,1,,1,,,1,
41329,4564,neutral,,,,,1,,,,,
41330,4563,negative,1,,1,,,,1,,,1
41331,4562,neutral,,,,,,,,,,
41332,4561,neutral,,,,,,,,,,
41333,4560,neutral,,,,,,,,,,
41334,4559,neutral,,,,,,,,,,
41335,4558,negative,,,,,,,,,,
41336,4557,neutral,,,,,,,,,,
41337,4556,neutral,,,,,,,,,,
41338,4555,neutral,,,,,,,,,,
41339,4554,neutral,,,,,,,,,,
41340,4553,neutral,,,,,,,,,,
41341,4552,neutral,,,,,,,,,,
41342,4551,negative,,,,,,,,,,
41343,4550,neutral,,,,,,,,,,
41344,4549,neutral,,,,,,,,,,
41345,4548,negative,,,,,,,,,1,
41346,4547,negative,,,,,,,1,,,
41347,4546,neutral,,,,,,,,,,
41348,4545,neutral,,,,,,,,,,
41349,4544,negative,,,,,,,,,,
41350,4543,neutral,,,,,,,,,,
41351,4542,neutral,,,,,,,,,,
41352,4541,negative,,1,,,,,1,1,1,
41353,4540,negative,1,,,,,,,,,
41354,4539,neutral,,,,,,,,,,
41355,4538,neutral,1,,,,,,,,,
41356,4537,neutral,,,,,,,,,,
41357,4536,neutral,,,,,,,,,,
41358,4535,negative,1,1,,,,,,,,
41359,4534,neutral,,,,,,,,,,
41360,4533,neutral,,,,,,,,,,
41361,4532,neutral,,,,,,,,,,
41362,4531,neutral,,,,,,,,,,
41363,4530,neutral,,,,,,,,,,
41364,4529,neutral,,,,,,,,,,
41365,4528,neutral,,,,,,,,,,
41366,4527,neutral,,,,,,,,,,
41367,4526,neutral,,,,,,,,,,
41368,4525,neutral,,,,,,,,,,
41369,4524,neutral,,,,,,,,,,
41370,4523,neutral,,,,,,,,,,
41371,4522,neutral,,,,,,,,,,
41372,4521,negative,1,,,,,,,,,
41373,4520,neutral,,,,,,,,,,
41374,4519,neutral,,,,,,,,,,
41375,4518,neutral,,,,,,,,,,
41376,4517,neutral,,,,,,,,,,
41377,4516,neutral,,,,,,,,,,
41378,4515,neutral,,,,,,,,,,
41379,4514,neutral,,,,,,,,,,
41380,4513,neutral,,,,,,,,,,
41381,4512,neutral,,,,,,,,,,
41382,4511,neutral,,,,,,,,,,
41383,4488,neutral,,,,,,,,,,
41384,4510,neutral,1,,,,,,,,,
41385,4509,neutral,,,,,,,,,,
41386,4508,neutral,,,,,,,,,,
41387,4507,neutral,,,,,,,,,,
41388,4506,neutral,1,,1,,,,1,,,1
41389,4505,neutral,,,,,,,,,,
41390,4504,neutral,,,,,,,,,,
41391,4503,neutral,1,,,,,,,,,
41392,4502,neutral,,,,,,,,,,
41393,4501,neutral,,,,,,,,,,
41394,4500,neutral,1,1,,,,,,,,
41395,4499,neutral,,,,,,,,,,
41396,4498,neutral,,,,,,,,,,
41397,4497,negative,,,1,,,,,,,
41398,4496,neutral,,,,,,,,,,
41399,4495,negative,,,,,,,,,,
41400,4494,neutral,,,,,,,,,,
41401,4493,neutral,,,,,,,,,,
41402,4492,neutral,,,,,,,,,,
41403,4491,neutral,,,,,,,,,,
41404,4490,neutral,,,,,,,,,,
41405,4489,neutral,,,,,,,,,,
41406,4487,neutral,,,,,,,,,,
41407,4486,neutral,1,1,1,1,1,,,,,1
41408,4485,neutral,,,,,,,,,,
41409,4484,neutral,1,,,,,,,,,
41410,4483,neutral,,,,,,,,,,
41411,4482,neutral,,,,,,,,,,
41412,4481,neutral,,,,,,,,,,
41413,4480,neutral,,,,,,,,,,
41414,4479,negative,1,,,,,,,,,
41415,4478,neutral,,,,,,,,,,
41416,4477,neutral,,,,,,,,,,
41417,4476,neutral,,,,,,,,,,
41418,4475,negative,,,,,,,1,1,,
41419,4474,neutral,,,,,,,,,,
41420,4473,neutral,,,,,,,,,,
41421,4472,neutral,,,,,,,,,,
41422,4471,neutral,,,,,,,,,,
41423,4470,neutral,1,,,,,,,,,
41424,4469,neutral,,,,,,,,,,
41425,4468,neutral,,,,,,,,,,
41426,4467,neutral,,,,,,,,,,
41427,4466,negative,1,,,,,,,,,
41428,4465,neutral,,,,,,,,,,
41429,4464,negative,1,,,,,,,,,
41430,4463,neutral,,,,,,,,,,
41431,4462,positive,,,,,,,,1,,
41432,4461,negative,,,,,,,,,,
41433,4460,neutral,1,,,,,,,,,
41434,4459,neutral,,,,,,,,,,
41435,4458,neutral,,,,,,,,,,
41436,4457,neutral,,,,,,,,,,
41437,4456,neutral,,,,,,,,,,
41438,4455,neutral,,,,,,,,,,
41439,4454,neutral,,,,,,,,,,
41440,4453,neutral,,,,,,,,,,
41441,4452,neutral,,,,,,,,,,
41442,4451,neutral,,,,,,,,,,
41443,4450,neutral,,,,,,,,,,
41444,4449,neutral,,,,,,,,,,
41445,4448,neutral,,,,,,,,,,
41446,4447,neutral,,,,,,,,,,
41447,4446,neutral,1,,,,,,,,,
41448,4445,negative,1,,,,,,,,,
41449,4444,neutral,,,,,,,,,,
41450,4443,neutral,,,,,,,,,,
41451,4442,neutral,,,,,,,,,,
41452,4441,negative,,,,,,,,,,
41453,4440,neutral,,,,,,,,,,
41454,4439,neutral,,,,,,,,,,
41455,4438,neutral,,,,,,,,,,
41456,4437,neutral,,,,,,,,,,
41457,4436,negative,,,,,,,,,,
41458,4435,negative,1,,1,,,,,1,,
41459,4434,neutral,,,,,,,,,,
41460,4433,neutral,,,,,,,,,,
41461,4432,neutral,,,,,,,,,,
41462,4431,negative,1,,,,,,1,1,,
41463,4430,neutral,,,,,,,,,,
41464,4429,neutral,,,,,,,,,,
41465,4428,neutral,,,,,,,,,,
41466,4427,neutral,,,,,,,,,,
41467,4426,neutral,,,,,,,,,,
41468,4425,neutral,,,,,,,,,,
41469,4424,neutral,1,,,,,,,,,
41470,4423,neutral,,,,,,,,,,
41471,4422,neutral,,,,,,,,,,
41472,4421,negative,1,,1,,,,,1,1,
41473,4420,neutral,,,,,,,,,,
41474,4419,neutral,1,,,,,,,,,
41475,4418,negative,1,,,,,,,,,
41476,4417,neutral,,,,,,,,,,
41477,4416,neutral,,,,,,,,,,
41478,4415,neutral,,,,,,,,,,
41479,4414,neutral,,,,,,,,,,
41480,4413,negative,1,,,,,,,,1,
41481,4412,neutral,1,,,,,,,1,,
41482,4411,neutral,,,,,,,,,,
41483,4410,negative,1,,,,,,,,,
41484,4409,neutral,,,,,,,,,,
41485,4408,neutral,,,,,,,,,,
41486,4407,positive,1,,,,,,,1,,
41487,4406,neutral,,,,,,,,,,
41488,4405,neutral,,,,,,,,,,
41489,4404,negative,,,,,,,,,,
41490,4403,neutral,1,,,,,,,,,
41491,4402,neutral,,,,,,,,,,
41492,4401,neutral,,,,,,,,,,
41493,4400,negative,1,,,,,,1,,,
41494,4399,neutral,,,,,,,,,,
41495,4398,negative,,,,,,,,1,,
41496,4397,neutral,,,,,,,,,,
41497,4396,negative,1,,1,,,,1,,,
41498,4395,neutral,,,,,,,,,,
41499,4394,neutral,,,,,,,,,,
41500,4393,neutral,,,,,,,,,,
41501,4392,negative,1,,,,,,,,,
41502,4391,negative,1,1,,,,,,1,,
41503,4390,neutral,,,,,,,,,,
41504,4389,negative,1,,,,,,,,,
41505,4388,neutral,1,,,,,,,,,
41506,4387,neutral,,,,,,,,,,
41507,4386,neutral,,,,,,,,,,
41508,4385,neutral,,,,,,,,,,
41509,4383,neutral,,,,,,,,,,
41510,4382,negative,1,,,,,,,,,
41511,4381,neutral,1,,,,,,,,,
41512,4380,neutral,,,,,,,,,,
41513,4379,neutral,1,,,,,,,,,
41514,4378,neutral,,,,,,,,,,
41515,4377,neutral,,,,,,,,,,
41516,4376,neutral,,,,,,,,,,
41517,4375,neutral,,,,,,,,,,
41518,4374,neutral,1,,,,,,,,,
41519,4373,neutral,,,,,,,,,,
41520,4372,negative,1,,,,,,,1,,
41521,4371,neutral,,,,,,,,,,
41522,4370,neutral,,,,,,,,,,
41523,4369,neutral,,,,,,,,,,
41524,4368,neutral,1,,,,,,,,,
41525,4367,neutral,,,,,,,,,,
41526,4366,negative,,,,,,,,,,
41527,4365,negative,1,,,,,,1,1,1,
41528,4364,neutral,,,,,,,,,,
41529,4363,negative,1,,,,,,1,1,1,
41530,4362,neutral,,,,,,,,,,
41531,4361,neutral,,,,,,,,,,
41532,4360,neutral,,,,,,,,,,
41533,4359,neutral,,,,,,,,,,
41534,4358,neutral,,,,,,,,,,
41535,4357,neutral,,,,,,,,,,
41536,4356,neutral,,,,,,,,,,
41537,4355,neutral,1,,,,,,,,,
41538,4354,neutral,,,,,,,,,,
41539,4353,neutral,,,,,,,,,,
41540,4352,neutral,,,,,,,,,,
41541,4351,neutral,,,,,,,,,,
41542,4350,neutral,,,,,,,,,,
41543,4349,neutral,1,,,,,,,,,
41544,4348,neutral,,,,,,,,,,
41545,4347,neutral,,,,,,,,,,
41546,4346,neutral,,,,,,,,,,
41547,4345,neutral,,,,,,,,,,
41548,4344,neutral,,,,,,,,,,
41549,4343,neutral,,,,,,,,,,
41550,4342,neutral,,,,,,,,,,
41551,4341,negative,,,,,,,,,,
41552,4340,negative,,,,,,,,,,
41553,4339,positive,,,,,,,,1,,
41554,4338,neutral,,,,,,,,,,
41555,4337,neutral,,,,,,,,,,
41556,4336,neutral,,,,,,,,,,
41557,4335,neutral,,,,,,,,,,
41558,4334,neutral,,,,,,,,,,
41559,4333,neutral,,,,,,,,,,
41560,4332,neutral,,,,,,,,,,
41561,4331,neutral,,,,,,,,,,
41562,4330,neutral,,,,,,,,,,
41563,4329,negative,1,,,,,,,,1,
41564,4328,negative,1,,,,,,1,,,
41565,4327,neutral,,,,,,,,,,
41566,4326,neutral,,,,,,,,,,
41567,4325,neutral,,,,,,,,,,
41568,4324,negative,1,,,,,,,,,
41569,4323,neutral,,,,,,,,,,
41570,4322,neutral,1,,,,,,,,,
41571,4321,negative,1,,,,,,,,,
41572,4320,neutral,,,,,,,,,,
41573,4319,negative,1,,,,,,,1,,
41574,4318,neutral,,,,,,,,,,
41575,4317,negative,,,,,,,,,,
41576,4316,neutral,,,,,,,,,,
41577,4315,neutral,,,,,,,,,,
41578,4314,neutral,,,,,,,,,,
41579,4313,negative,,,,,,,,,,
41580,4312,neutral,,,,,,,,,,
41581,4311,neutral,,,,,,,,,,
41582,4310,neutral,,,,,,,,,,
41583,4309,neutral,,,,,,,,,,
41584,4308,neutral,,,,,,,,,,
41585,4307,negative,,,,,,,,1,,
41586,4306,neutral,,,,,,,,,,
41587,4305,positive,1,,,1,,,,1,1,
41588,4304,neutral,,,,,,,,,,
41589,4303,neutral,,,,,,,,,,
41590,4302,negative,1,1,1,,1,,1,1,1,1
41591,4301,neutral,,,,,,,,,,
41592,4300,neutral,,,,,,,,,,
41593,4299,negative,1,,1,,,,,1,,
